Gene ID	Gene Name	g1.WithInSampleAbundance	g7.WithInSampleAbundance	g6.WithInSampleAbundance	g10.WithInSampleAbundance	g5.WithInSampleAbundance	g3.WithInSampleAbundance	g8.WithInSampleAbundance	g9.WithInSampleAbundance	g2.WithInSampleAbundance	g4.WithInSampleAbundance
ENDOD1		2732	4071	6768	4761	3951	3217	7067	7848	4782	3688
ENDOG		438	390	666	0	1018	1393	3188	1162	0	1009
ENG		3795	2871	2981	2579	2849	3361	1810	2908	2547	3629
ENGASE		47	0	253	0	1064	0	0	0	0	0
ENO1		325413	177041	209978	216384	217214	219073	201309	138072	278893	170944
ENO2		16962	8532	8128	2239	10132	10279	42530	15718	13880	8474
ENOPH1		6805	10930	11034	6377	7294	9142	12094	11205	9340	9968
ENOSF1		0	828	1000	2725	1709	732	1118	5287	0	7693
ENPEP		470	617	861	465	632	364	599	339	0	1348
ENPP1		1175	2816	2879	2546	2814	1130	2412	3614	592	5787
ENPP2		228	107	59	749	1259	94	33	37	2327	151
ENPP4		1075	1519	2794	1470	1220	2560	3480	999	732	1150
ENPP5		0	0	233	0	0	0	64	64	0	0
ENSA		2353	22583	6331	1240	9768	6412	5912	15513	0	32568
ENTPD1		9783	13226	17899	7796	32033	17262	21389	16198	41169	5409
ENTPD2		0	0	0	0	0	0	0	759	0	0
ENTPD4		0	0	439	0	0	0	332	293	0	0
ENTPD5		257	2959	2609	0	0	1491	1209	632	0	0
ENY2		2673	2212	4329	2076	3173	1842	2041	3217	0	2991
EOGT		1809	1234	1355	1653	1529	1307	1251	1008	0	2069
EP300		419	0	496	0	423	254	866	395	628	72
EP400		260	43	141	0	138	182	253	228	0	136
EPB41		252	364	213	2707	438	558	209	1167	581	171
EPB41L1		1152	1692	2352	2440	4946	372	2157	3029	2426	1863
EPB41L2		1424	3872	3030	4825	2613	3593	743	1621	1656	5782
EPB41L3		1667	1269	1853	1864	1226	1607	1583	2033	2564	2730
EPB41L5		0	0	360	0	0	0	990	3628	0	542
EPB42		0	1392	527	2493	0	1454	0	293	2335	0
EPCAM		4589	2442	6691	5323	3101	6121	5002	9401	4154	5504
EPDR1		2694	3402	3294	5825	5785	0	1918	4045	10415	5943
EPG5		0	0	0	0	0	0	47	43	0	117
EPHB3		420	119	301	330	219	0	0	62	584	631
EPHB4		814	522	942	0	659	547	663	1314	661	920
EPHX1		45411	42214	58670	95715	40089	30732	36484	50782	33860	23795
EPHX2		3365	7684	7333	7601	8790	6671	1562	2450	8277	3242
EPM2AIP1		1776	2931	3162	595	3377	1123	3108	3918	5924	1730
EPN1		2830	3731	5111	2345	7477	4581	2944	7361	2848	5142
EPN2		264	0	565	0	822	835	1197	825	0	206
EPPK1		534	1479	522	161	1194	2158	1549	696	884	848
EPRS1		8693	6718	5608	3671	3662	5218	5051	6326	4447	7344
EPS15		4138	3155	3451	4635	2716	2900	2808	4141	4162	2756
EPS15L1		3593	6673	5587	4528	3624	4441	5370	5062	27570	7089
EPS8		775	1049	1425	547	1293	1545	1274	819	1916	2141
EPS8L1		464	1376	2313	2993	1160	2732	3064	3249	487	1383
EPS8L2		4853	6013	12896	7128	5652	18131	12388	7132	6090	4485
EPX		1212	317	0	0	4151	1153	0	1688	2374	0
ERAP1		14187	5219	7432	8409	7128	7125	5818	4974	4586	6056
ERAP2		189	1881	2451	406	5503	0	1867	0	0	2429
ERBB2		334	1333	1761	129	5680	12698	942	3862	1371	691
ERBB3		0	0	31	0	0	0	367	125	0	94
ERBB4		0	0	0	0	0	177	942	7	0	0
ERBIN		900	439	674	342	649	504	1016	830	700	770
ERC1		525	0	550	884	511	446	533	554	272	2130
